0.28	-0.01	0.84	0.04	-0.34	0.06	0.42	0.05	0.88	0.27	-0.10	0.24	-0.03	0.59	0.00	0.09	0.57	0.01	0.13	7.51	0.12	-0.11	0.97	0.02	-0.16	-0.33	0.13	-0.21	0.97	-0.36	-0.03	0.02	-0.40	0.42	-0.02	-0.50	0.30	0.00	0.13	75.00	-0.12	-0.14	1.00	-0.13	-0.27	0.14	-0.42	-0.28	0.95	-0.36	-0.17	0.06	-0.44	-0.35	0.01	-0.33	-0.47	0.00	0.13	0.00	-0.45	-0.17	0.96	-0.24	-0.02	0.04	-0.14	-0.18	0.93	-0.17	0.06	-0.36	-0.22	-0.53	0.00	-0.46	-0.35	-0.02	0.55	42.20	-0.40	-0.13	0.76	-0.09	-0.09	-0.03	-0.45	-0.12	0.82	-0.20	0.33	-0.31	-0.19	-0.54	-0.00	-0.16	-0.57	-0.02	0.13	0.52	0	38041
0.27	-0.01	0.83	0.21	-0.05	-0.07	0.42	0.06	0.88	0.03	0.25	0.12	-0.04	1.16	0.00	0.17	1.12	0.02	0.13	15.00	0.11	-0.11	0.97	0.03	-0.81	-0.23	0.13	-0.21	0.97	-0.09	-0.34	-0.24	-0.80	0.87	-0.02	-1.00	0.61	-0.01	0.13	75.00	-0.12	-0.14	0.99	0.09	-0.35	-0.07	-0.42	-0.28	0.95	-0.12	-0.61	-0.08	-0.88	-0.70	-0.00	-0.66	-0.91	-0.01	0.13	0.00	-0.44	-0.17	0.95	0.20	-0.15	-0.04	-0.14	-0.18	0.92	0.28	0.02	-0.16	-0.42	-1.06	-0.00	-0.90	-0.70	-0.03	0.59	43.04	-0.40	-0.13	0.76	-0.12	-0.48	-0.11	-0.45	-0.12	0.82	-0.01	-0.49	0.20	-0.37	-1.06	-0.01	-0.30	-1.10	-0.01	0.13	0.53	1	38100
0.28	-0.01	0.84	-0.10	-0.39	0.09	0.42	0.06	0.88	-0.25	0.10	-0.10	-0.08	1.75	0.01	0.24	1.68	0.01	0.13	16.72	0.11	-0.11	0.97	0.22	0.49	-0.45	0.13	-0.21	0.98	-0.60	0.52	0.24	-1.19	1.25	-0.04	-1.52	0.88	0.01	0.13	75.00	-0.12	-0.14	1.00	-0.11	0.15	-0.10	-0.42	-0.28	0.95	-0.29	-0.00	0.10	-1.32	-1.08	-0.01	-0.98	-1.39	-0.01	0.13	0.00	-0.45	-0.17	0.96	0.06	0.16	-0.03	-0.14	-0.18	0.92	-0.03	0.40	-0.24	-0.62	-1.60	-0.01	-1.36	-1.07	-0.05	0.59	43.08	-0.40	-0.13	0.76	-0.09	-0.35	-0.25	-0.45	-0.12	0.81	-0.13	-0.36	0.09	-0.56	-1.58	-0.03	-0.46	-1.63	-0.01	0.13	0.53	1	38158
0.28	-0.01	0.83	0.33	0.33	-0.23	0.42	0.05	0.88	0.44	-0.07	-0.07	-0.09	2.31	-0.01	0.33	2.25	0.00	0.13	22.29	0.12	-0.12	0.98	0.24	0.33	-0.28	0.13	-0.21	0.98	0.06	0.46	0.07	-1.56	1.65	-0.04	-1.99	1.17	0.02	0.13	75.00	-0.11	-0.14	1.00	0.32	0.37	-0.09	-0.42	-0.28	0.96	0.24	0.39	0.48	-1.76	-1.45	-0.03	-1.29	-1.88	0.01	0.13	0.00	-0.44	-0.17	0.96	0.26	-0.00	0.20	-0.14	-0.18	0.93	0.58	0.37	0.34	-0.81	-2.13	-0.01	-1.78	-1.43	-0.04	0.52	40.99	-0.41	-0.13	0.76	0.54	1.79	0.46	-0.46	-0.12	0.82	0.26	0.89	1.00	-0.71	-2.21	-0.01	-0.59	-2.23	0.04	0.13	0.50	1	38217
0.27	-0.01	0.83	-0.06	0.05	0.25	0.41	0.06	0.87	-0.06	0.15	0.19	-0.12	2.87	0.01	0.41	2.81	0.01	0.13	23.10	0.11	-0.11	0.96	-0.16	-1.32	-0.22	0.13	-0.21	0.97	-0.12	-0.76	-0.46	-1.97	2.13	-0.04	-2.49	1.51	0.01	0.13	75.00	-0.12	-0.14	0.98	-0.16	-0.72	0.04	-0.42	-0.28	0.94	-0.32	-0.83	-0.38	-2.20	-1.78	-0.04	-1.62	-2.32	-0.02	0.13	0.00	-0.44	-0.17	0.94	0.05	-0.05	-0.12	-0.14	-0.18	0.91	-0.01	-0.09	-0.49	-1.02	-2.66	-0.02	-2.24	-1.77	-0.08	0.58	42.73	-0.40	-0.14	0.75	-0.53	-1.09	-0.56	-0.45	-0.12	0.81	-0.09	-0.29	-0.63	-0.92	-2.70	-0.05	-0.75	-2.76	-0.00	0.13	0.52	1	38274
0.28	-0.02	0.85	0.14	0.04	0.04	0.43	0.06	0.89	0.31	-0.00	-0.10	-0.14	3.44	0.01	0.50	3.38	0.00	0.13	15.26	0.12	-0.12	0.99	0.25	0.47	-0.26	0.13	-0.21	0.98	-0.44	0.50	-0.10	-2.36	2.51	-0.03	-3.00	1.78	0.02	0.13	75.00	-0.12	-0.14	1.00	0.03	-0.06	0.16	-0.43	-0.28	0.96	-0.28	-0.03	-0.01	-2.63	-2.15	-0.04	-1.95	-2.80	-0.04	0.13	0.00	-0.45	-0.18	0.97	0.06	-0.18	0.26	-0.14	-0.19	0.93	-0.07	0.46	-0.09	-1.22	-3.18	-0.02	-2.69	-2.14	-0.10	0.63	42.49	-0.41	-0.14	0.76	-0.05	0.23	-0.01	-0.46	-0.12	0.82	-0.20	0.76	-0.25	-1.11	-3.25	-0.06	-0.91	-3.35	-0.02	0.13	0.52	1	38333
0.27	-0.01	0.82	-0.06	-0.12	-0.19	0.42	0.06	0.87	0.23	0.09	-0.22	-0.18	4.02	0.00	0.59	3.94	-0.02	0.13	27.84	0.12	-0.11	0.97	0.29	-0.16	-0.61	0.13	-0.21	0.97	-0.00	0.02	-0.32	-2.74	2.93	-0.05	-3.47	2.09	0.02	0.13	75.00	-0.11	-0.14	0.98	0.23	-0.18	-0.16	-0.42	-0.28	0.95	0.23	-0.27	0.03	-3.06	-2.50	-0.07	-2.26	-3.26	-0.05	0.13	0.00	-0.44	-0.17	0.95	0.40	-0.15	0.05	-0.14	-0.18	0.92	0.51	0.07	-0.17	-1.41	-3.70	-0.03	-3.13	-2.48	-0.13	0.60	42.95	-0.40	-0.14	0.76	0.37	-0.57	0.37	-0.45	-0.12	0.82	0.46	-0.31	0.46	-1.27	-3.76	-0.05	-1.03	-3.89	-0.01	0.13	0.52	1	38392
0.28	-0.01	0.83	-0.17	-0.07	0.22	0.42	0.06	0.88	-0.09	0.23	-0.05	-0.22	4.59	0.02	0.66	4.49	-0.02	0.13	16.15	0.12	-0.11	0.97	0.04	0.37	-0.15	0.13	-0.21	0.98	-0.32	0.46	0.01	-3.14	3.31	-0.03	-3.97	2.37	0.04	0.14	75.00	-0.12	-0.14	0.99	0.02	0.44	-0.06	-0.43	-0.28	0.95	-0.18	0.39	0.09	-3.49	-2.90	-0.10	-2.58	-3.75	-0.07	0.13	0.00	-0.45	-0.17	0.95	0.29	0.49	-0.01	-0.14	-0.18	0.92	0.25	0.41	-0.06	-1.60	-4.26	-0.04	-3.57	-2.85	-0.15	0.55	42.09	-0.41	-0.14	0.76	0.28	0.04	0.02	-0.45	-0.12	0.82	0.14	0.00	0.14	-1.44	-4.30	-0.06	-1.17	-4.44	-0.01	0.13	0.51	1	38450
0.28	-0.02	0.83	0.10	-0.03	0.10	0.42	0.05	0.88	-0.12	0.30	0.02	-0.25	5.16	0.03	0.72	5.04	-0.03	0.13	17.34	0.12	-0.11	0.97	0.41	-0.08	-0.26	0.13	-0.21	0.97	-0.10	0.60	-0.01	-3.52	3.73	-0.02	-4.46	2.64	0.06	0.13	75.00	-0.12	-0.14	1.00	0.22	-0.65	0.32	-0.43	-0.28	0.95	-0.03	0.12	0.12	-3.92	-3.23	-0.10	-2.89	-4.23	-0.08	0.13	0.00	-0.45	-0.17	0.96	0.44	0.39	0.22	-0.14	-0.18	0.93	0.38	0.23	0.09	-1.78	-4.81	-0.05	-4.00	-3.22	-0.18	0.59	42.84	-0.41	-0.13	0.76	0.09	0.67	0.18	-0.46	-0.12	0.82	0.26	0.33	0.36	-1.62	-4.88	-0.07	-1.31	-5.00	-0.01	0.13	0.52	1	38508
0.27	-0.01	0.83	0.07	0.46	0.41	0.42	0.06	0.88	0.22	0.19	0.17	-0.27	5.71	0.05	0.82	5.60	-0.03	0.13	15.70	0.12	-0.11	0.97	0.19	0.20	0.03	0.13	-0.21	0.97	-0.32	-0.06	0.11	-3.91	4.12	0.01	-4.95	2.96	0.09	0.13	75.00	-0.12	-0.14	0.99	0.07	-0.19	0.15	-0.43	-0.28	0.95	-0.18	-0.05	0.02	-4.33	-3.61	-0.12	-3.21	-4.71	-0.11	0.13	0.00	-0.45	-0.17	0.95	0.25	-0.07	0.19	-0.14	-0.18	0.92	0.05	0.29	-0.11	-1.97	-5.34	-0.06	-4.44	-3.58	-0.21	0.59	41.43	-0.41	-0.14	0.75	0.09	-0.14	-0.02	-0.45	-0.12	0.81	0.17	0.13	-0.35	-1.79	-5.41	-0.08	-1.45	-5.56	-0.04	0.13	0.51	1	38565
