0.01	-0.10	0.99	-0.08	-0.12	0.11	-0.11	0.15	0.98	0.02	-0.04	0.02	-5.77	0.66	1.83	8.41	-6.45	0.53	0.13	9.98	-0.14	-0.02	0.99	0.38	0.21	0.10	0.02	-0.02	1.00	0.02	0.34	0.22	-0.90	-8.04	-0.61	-0.96	1.08	1.77	0.13	75.00	0.03	0.08	0.98	0.10	-0.11	0.08	-0.01	-0.10	0.99	-0.15	-0.03	0.06	4.45	1.49	0.58	-5.72	-0.36	0.63	0.13	8.17	-0.15	0.10	1.00	0.07	-0.23	0.07	0.18	-0.02	1.01	0.30	0.18	-0.09	5.75	-8.26	0.49	-0.92	10.05	-1.01	0.13	16.36	-0.15	0.04	0.94	0.11	-0.21	0.04	-0.22	0.05	0.93	0.17	0.06	-0.19	2.35	-8.92	0.22	3.19	-13.40	-0.88	0.13	0.20	1	36726
0.01	-0.10	0.99	0.02	-0.06	0.30	-0.11	0.15	0.98	-0.03	0.06	0.00	-5.58	0.78	1.84	8.52	-6.46	0.54	0.13	10.75	-0.14	-0.02	0.99	0.38	0.22	-0.10	0.02	-0.01	1.00	-0.09	0.43	0.13	-0.91	-8.03	-0.62	-0.86	1.01	1.77	0.13	75.00	0.03	0.08	0.98	0.22	-0.32	0.14	-0.00	-0.10	1.00	-0.25	-0.03	-0.07	4.50	1.48	0.58	-5.87	-0.17	0.62	0.13	8.48	-0.14	0.10	1.00	0.16	-0.08	-0.02	0.18	-0.02	1.00	0.30	0.12	-0.14	5.76	-8.04	0.49	-1.13	9.98	-0.98	0.13	16.59	-0.15	0.04	0.94	0.14	-0.11	0.02	-0.22	0.05	0.93	0.20	0.17	-0.13	2.27	-8.82	0.21	3.15	-13.20	-0.89	0.13	0.20	1	36782
0.01	-0.10	0.99	0.07	-0.07	0.16	-0.11	0.15	0.98	0.07	-0.01	0.03	-5.63	0.68	1.85	8.42	-6.46	0.53	0.13	10.44	-0.14	-0.02	0.99	0.33	0.03	-0.00	0.02	-0.01	0.99	-0.06	0.14	0.16	-0.93	-8.00	-0.62	-0.76	1.05	1.78	0.13	75.00	0.02	0.08	0.98	0.19	-0.20	0.11	-0.00	-0.10	0.99	0.02	-0.04	0.15	4.45	1.39	0.59	-5.65	-0.24	0.63	0.13	8.13	-0.14	0.10	1.00	0.09	-0.03	0.10	0.18	-0.02	1.01	0.39	0.10	-0.12	5.74	-8.15	0.49	-1.03	10.06	-1.00	0.13	16.41	-0.14	0.04	0.94	0.18	-0.25	0.05	-0.23	0.05	0.94	0.20	0.13	-0.23	2.14	-8.63	0.19	3.24	-13.53	-0.88	0.13	0.20	1	36839
0.01	-0.10	0.99	-0.09	-0.08	0.22	-0.11	0.15	0.98	-0.07	0.04	0.03	-5.68	0.58	1.86	8.65	-6.42	0.56	0.13	10.55	-0.14	-0.01	0.99	0.28	0.14	0.03	0.02	-0.01	1.00	0.05	-0.14	0.28	-0.81	-7.97	-0.61	-0.86	1.11	1.80	0.13	75.00	0.03	0.07	0.97	0.17	-0.19	0.05	-0.01	-0.10	0.99	-0.02	-0.11	0.21	4.36	1.61	0.59	-5.84	-0.37	0.64	0.13	7.91	-0.15	0.10	1.00	0.03	-0.14	-0.03	0.18	-0.02	1.00	0.35	0.04	-0.17	5.78	-8.25	0.49	-1.02	10.07	-1.01	0.13	16.39	-0.15	0.04	0.94	0.19	-0.13	0.00	-0.22	0.05	0.93	-0.01	0.07	-0.10	2.16	-8.85	0.19	3.29	-13.32	-0.88	0.13	0.20	1	36895
0.01	-0.10	0.99	0.01	0.01	0.16	-0.11	0.15	0.98	-0.01	0.05	-0.01	-5.57	0.61	1.87	8.64	-6.41	0.56	0.13	10.75	-0.14	-0.02	0.99	0.32	-0.11	-0.03	0.02	-0.02	0.99	0.01	-0.39	0.20	-1.03	-7.96	-0.64	-0.90	1.24	1.81	0.13	75.00	0.03	0.07	0.98	0.19	-0.14	0.07	-0.00	-0.10	0.99	-0.18	-0.07	0.04	4.32	1.51	0.60	-5.79	-0.27	0.64	0.13	7.91	-0.14	0.10	1.00	0.16	-0.08	-0.04	0.18	-0.02	1.01	0.35	-0.05	-0.16	5.87	-8.16	0.50	-0.97	10.30	-1.02	0.13	16.56	-0.14	0.04	0.94	0.10	-0.12	0.01	-0.22	0.05	0.93	0.10	0.12	-0.14	2.20	-8.62	0.19	3.24	-13.43	-0.90	0.13	0.20	1	36952
0.01	-0.10	0.99	-0.04	-0.07	0.09	-0.11	0.15	0.98	0.05	-0.08	0.00	-5.68	0.65	1.87	8.71	-6.50	0.56	0.13	10.29	-0.14	-0.02	0.99	0.15	-0.20	-0.06	0.02	-0.02	1.00	0.07	-0.30	0.26	-0.91	-8.00	-0.63	-0.90	1.03	1.82	0.13	75.00	0.02	0.07	0.97	0.16	-0.22	0.12	-0.00	-0.10	0.99	-0.22	0.06	0.06	4.28	1.45	0.60	-5.80	-0.27	0.65	0.13	7.49	-0.14	0.10	1.00	0.13	-0.19	0.03	0.18	-0.02	1.00	0.41	0.10	-0.17	5.75	-8.11	0.49	-0.94	10.30	-1.03	0.13	16.32	-0.15	0.04	0.94	0.16	-0.19	-0.01	-0.23	0.05	0.93	0.10	0.03	-0.12	2.18	-8.91	0.19	3.32	-13.52	-0.88	0.13	0.20	1	37009
0.01	-0.10	0.99	0.09	0.03	0.12	-0.11	0.15	0.98	-0.04	0.05	-0.02	-5.67	0.65	1.88	8.71	-6.51	0.56	0.13	10.81	-0.14	-0.02	0.99	0.13	-0.24	0.03	0.02	-0.01	1.00	0.12	-0.41	0.28	-1.12	-7.90	-0.66	-0.82	1.13	1.83	0.13	75.00	0.03	0.08	0.98	0.20	-0.11	0.13	-0.00	-0.10	0.99	-0.20	0.05	0.06	4.39	1.51	0.61	-5.88	-0.18	0.65	0.13	7.91	-0.14	0.10	1.00	0.09	-0.07	0.07	0.18	-0.02	1.00	0.32	0.11	-0.20	5.87	-8.15	0.50	-0.91	10.18	-1.04	0.13	16.61	-0.15	0.03	0.94	0.15	-0.14	0.11	-0.22	0.05	0.93	0.06	0.25	-0.12	2.11	-8.81	0.18	3.20	-13.50	-0.92	0.13	0.20	1	37066
0.01	-0.10	0.99	0.04	-0.01	0.13	-0.11	0.15	0.98	-0.03	-0.00	-0.00	-5.63	0.55	1.88	8.61	-6.46	0.55	0.13	10.57	-0.14	-0.02	1.00	0.18	-0.27	-0.08	0.02	-0.01	1.00	0.03	-0.45	0.16	-1.01	-7.82	-0.65	-0.76	1.15	1.84	0.13	75.00	0.03	0.07	0.97	0.09	-0.29	0.01	-0.00	-0.10	0.99	0.03	-0.21	-0.02	4.31	1.67	0.61	-5.65	-0.14	0.65	0.13	7.95	-0.14	0.10	1.00	0.25	-0.13	0.05	0.18	-0.02	1.00	0.42	0.13	-0.18	5.65	-8.12	0.47	-0.98	10.11	-1.04	0.13	16.41	-0.14	0.04	0.94	0.05	-0.28	0.01	-0.23	0.05	0.94	0.26	0.03	-0.23	2.34	-8.75	0.22	3.32	-13.50	-0.90	0.13	0.20	1	37122
0.01	-0.10	0.99	-0.04	-0.03	0.28	-0.11	0.15	0.98	-0.03	-0.13	0.03	-5.75	0.55	1.90	8.63	-6.36	0.56	0.13	10.55	-0.14	-0.02	0.99	0.15	-0.34	-0.10	0.02	-0.02	1.00	-0.03	-0.29	0.17	-1.00	-7.92	-0.65	-0.96	1.27	1.85	0.13	75.00	0.03	0.08	0.98	0.26	-0.34	0.15	-0.01	-0.10	0.99	-0.18	-0.02	0.00	4.43	1.63	0.61	-5.74	-0.36	0.65	0.13	8.10	-0.14	0.10	1.00	0.20	-0.15	0.02	0.18	-0.02	1.01	0.43	0.18	-0.24	5.78	-8.14	0.49	-1.04	9.89	-1.04	0.13	16.45	-0.14	0.04	0.94	0.13	-0.22	0.04	-0.22	0.05	0.94	0.25	-0.00	-0.10	2.24	-8.67	0.20	3.26	-13.30	-0.93	0.13	0.20	1	37179
0.01	-0.10	0.99	0.04	-0.05	0.05	-0.11	0.14	0.98	0.04	-0.12	0.06	-5.65	0.61	1.90	8.44	-6.47	0.54	0.13	10.62	-0.14	-0.02	1.00	0.33	-0.02	-0.04	0.02	-0.01	0.99	-0.07	0.21	0.23	-1.06	-7.84	-0.66	-0.85	1.26	1.86	0.13	75.00	0.03	0.07	0.98	0.15	-0.16	0.04	-0.01	-0.10	0.99	-0.02	0.03	0.07	4.30	1.52	0.62	-5.66	-0.29	0.65	0.13	8.26	-0.14	0.10	1.00	0.23	-0.06	0.09	0.18	-0.02	1.01	0.38	0.13	-0.19	5.89	-8.19	0.51	-1.02	10.11	-1.05	0.13	16.52	-0.14	0.04	0.94	0.10	-0.35	0.02	-0.22	0.05	0.94	0.09	-0.08	-0.12	2.32	-8.74	0.21	3.21	-13.41	-0.95	0.13	0.20	1	37236
